id_venta,fecha,id_cliente,id_producto,cantidad,precio_unitario,descuento,sucursal,canal,medio_pago
V000132,16/10/2025,C0719,P0138,1,4890,0,Los Hornos,Local,Débito
V000132,16/10/2025,C0719,P0002,3,7600,0.05,Los Hornos,Local,Crédito
V000133,09/05/2025,C1960,P0148,1,44020,0,Ecommerce,Online,Crédito
V000133,09/05/2025,C1960,P0150,1,34950,0,Ecommerce,Online,Transferencia
V000133,09/05/2025,C1960,P0155,1,34970,0,Ecommerce,Online,Transferencia
V000134,17/07/2026,C1563,P0199,1,22240,0.1,Ecommerce,Online,Mercado Pago
V000134,17/07/2026,C1563,P0028,1,30710,0.05,Ecommerce,Online,Transferencia
V000134,17/07/2026,C1563,P0008,2,46930,0.05,Ecommerce,Online,Transferencia
V000135,20/06/2026,C0043,P0002,1,7060,0,Centro,Local,Transferencia
V000135,20/06/2026,C0043,P0117,1,8580,0.15,Centro,Local,Crédito
V000135,20/06/2026,C0043,P0176,1,13380,0,Centro,Local,Efectivo
V000136,23/09/2025,C0489,P0011,1,35500,0,City Bell,Local,QR
V000136,23/09/2025,C0489,P0074,1,29560,0.1,City Bell,Local,Débito
V000136,23/09/2025,C0489,P0106,1,4620,0.05,City Bell,Local,Crédito
V000137,23/01/2025,C0076,P0012,1,22390,0.1,Centro,Local,Transferencia
V000137,23/01/2025,C0076,P0004,1,26930,0.1,Centro,Local,Crédito
V000137,23/01/2025,C0076,P0003,1,25000,0,Centro,Local,Transferencia
V000138,13/11/2025,C1834,P0173,1,18860,0.05,Centro,Local,Crédito
V000138,13/11/2025,C1834,P0009,1,8550,0.1,Centro,Local,QR
V000138,13/11/2025,C1834,P0001,2,24400,0.1,Centro,Local,Débito
V000138,13/11/2025,C1834,P0098,2,6780,0.05,Centro,Local,QR
V000139,28/06/2025,C1888,P0194,2,20640,0,Los Hornos,Local,Transferencia
V000139,28/06/2025,C1888,P0038,2,12550,0,Los Hornos,Local,Efectivo
V000139,28/06/2025,C1888,P0131,2,12140,0,Los Hornos,Local,Efectivo
V000139,28/06/2025,C1888,P0046,4,38290,0,Los Hornos,Local,Crédito
V000140,08/06/2025,C0449,P0025,1,30590,0,City Bell,Local,QR
V000141,27/12/2025,C0480,P0028,2,33980,0,Centro,Local,Débito
V000141,27/12/2025,C0480,P0006,3,54030,0.1,Centro,Local,Crédito
V000142,17/02/2026,C1010,P0062,1,28830,0,City Bell,Local,Transferencia
V000142,17/02/2026,C1010,P0127,1,12940,0.1,City Bell,Local,Transferencia
V000142,17/02/2026,C1010,P0073,1,61760,0,City Bell,Local,Transferencia
V000143,04/05/2026,,P0036,4,48130,0,Los Hornos,Local,Crédito
V000144,24/05/2026,,P0051,2,24440,0,Centro,Local,Débito
V000144,24/05/2026,,P0010,1,4470,0.05,Centro,Local,QR
V000144,24/05/2026,,P0014,2,46380,0,Centro,Local,Transferencia
V000144,24/05/2026,,P0096,1,8940,0.05,Centro,Local,Crédito
V000145,27/05/2026,C0970,P0075,1,39810,0,Ecommerce,Online,Transferencia
V000145,27/05/2026,C0970,P0157,1,32440,0,Ecommerce,Online,Crédito
V000146,05/02/2025,,P0088,1,10310,0,Centro,Local,QR
V000146,05/02/2025,,P0012,2,23350,0,Centro,Local,Débito
V000146,05/02/2025,,P0139,1,30380,0.1,Centro,Local,Débito
V000146,05/02/2025,,P0003,1,24250,0,Centro,Local,Transferencia
V000147,14/09/2025,C0109,P0125,1,5500,0.1,City Bell,Local,Efectivo
V000147,14/09/2025,C0109,P0007,4,18910,0,City Bell,Local,Efectivo
V000148,09/01/2025,C1178,P0108,2,3630,0,Ecommerce,Online,Mercado Pago
V000149,21/07/2026,C0668,P0098,1,7020,0,City Bell,Local,Crédito
V000149,21/07/2026,C0668,P0161,1,58870,0,City Bell,Local,Efectivo
V000149,21/07/2026,C0668,P0036,1,46460,0,City Bell,Local,Efectivo
V000150,02/06/2025,C1700,P0152,1,55730,0.05,Centro,Local,Transferencia
V000151,20/06/2025,C0381,P0117,2,8770,0.05,Centro,Local,Transferencia
V000152,09/03/2025,C1264,P0074,1,27590,0,City Bell,Local,Débito
V000152,09/03/2025,C1264,P0176,2,14070,0.1,City Bell,Local,Efectivo
V000152,09/03/2025,C1264,P0050,1,33460,0,City Bell,Local,QR
V000153,19/07/2025,C1395,P0124,2,4170,0,City Bell,Local,Efectivo
V000153,19/07/2025,C1395,P0091,2,8000,0.1,City Bell,Local,Efectivo
V000153,19/07/2025,C1395,P0022,1,6220,0,City Bell,Local,Débito
V000154,23/06/2026,,P0186,1,9180,0.1,Los Hornos,Local,QR
V000154,23/06/2026,,P0022,1,6430,0,Los Hornos,Local,Transferencia
V000154,23/06/2026,,P0011,1,34170,0,Los Hornos,Local,Efectivo
V000155,30/06/2025,C0774,P0170,1,18000,0,Centro,Local,Efectivo
V000155,30/06/2025,C0774,P0149,1,61390,0.15,Centro,Local,Efectivo
V000155,30/06/2025,C0774,P0105,2,3260,0.2,Centro,Local,Efectivo
V000156,25/06/2025,,P0114,2,8310,0,Ecommerce,Online,Mercado Pago
V000156,25/06/2025,,P0004,2,24870,0,Ecommerce,Online,Mercado Pago
V000156,25/06/2025,,P0046,1,38230,0,Ecommerce,Online,Transferencia
V000156,25/06/2025,,P0142,2,63790,0.15,Ecommerce,Online,Transferencia
V000157,22/07/2026,,P0004,1,26950,0,Los Hornos,Local,Débito
V000157,22/07/2026,,P0045,1,55160,0,Los Hornos,Local,Crédito
V000157,22/07/2026,,P0121,2,15810,0,Los Hornos,Local,Efectivo
V000158,28/08/2025,C1484,P0097,2,9940,0,Centro,Local,Transferencia
V000159,24/02/2025,C0613,P0107,2,9290,0.1,Ecommerce,Online,Mercado Pago
V000160,29/05/2025,C1728,P0033,1,48720,0,Centro,Local,Transferencia
V000160,29/05/2025,C1728,P0011,2,32640,0,Centro,Local,Crédito
V000161,13/06/2025,C1037,P0091,1,7930,0.05,Centro,Local,Débito
V000162,20/05/2026,C1408,P0008,1,43400,0,City Bell,Local,Crédito
V000162,20/05/2026,C1408,P0068,4,30270,0.15,City Bell,Local,Transferencia
V000163,06/02/2025,C1658,P0136,1,71710,0,Centro,Local,Transferencia
V000163,06/02/2025,C1658,P0131,3,11980,0,Centro,Local,Efectivo
V000164,08/06/2026,,P0018,1,13010,0,Ecommerce,Online,Transferencia
V000164,08/06/2026,,P0036,1,51680,0.05,Ecommerce,Online,Débito
V000165,01/07/2025,C1926,P0154,1,4850,0,Centro,Local,QR
V000165,01/07/2025,C1926,P0002,1,6990,0.15,Centro,Local,QR
V000165,01/07/2025,C1926,P0112,1,13350,0,Centro,Local,Transferencia
V000165,01/07/2025,C1926,P0070,1,62760,0.2,Centro,Local,Crédito
V000166,21/02/2026,C1049,P0188,1,13090,0,Los Hornos,Local,QR
V000166,21/02/2026,C1049,P0080,1,23710,0,Los Hornos,Local,QR
V000166,21/02/2026,C1049,P0132,2,17250,0.2,Los Hornos,Local,Efectivo
V000166,21/02/2026,C1049,P0017,4,30740,0.1,Los Hornos,Local,Transferencia
V000167,07/02/2026,C0009,P0044,1,18730,0,Ecommerce,Online,Mercado Pago
V000167,07/02/2026,C0009,P0155,2,34560,0,Ecommerce,Online,Mercado Pago
V000168,30/05/2026,C1690,P0062,2,29590,0.15,Centro,Local,Crédito
V000168,30/05/2026,C1690,P0016,1,71980,0,Centro,Local,Débito
V000168,30/05/2026,C1690,P0155,1,38570,0,Centro,Local,Transferencia
V000169,30/04/2025,C0697,P0014,1,46650,0.05,City Bell,Local,Efectivo
V000169,30/04/2025,C0697,P0159,4,61280,0,City Bell,Local,Efectivo
V000170,13/03/2026,C0259,P0094,1,2870,0,City Bell,Local,Débito
V000170,13/03/2026,C0259,P0042,3,36420,0,City Bell,Local,Crédito
V000170,13/03/2026,C0259,P0002,1,7470,0,City Bell,Local,Efectivo
V000170,13/03/2026,C0259,P0054,1,23200,0,City Bell,Local,Débito
V000171,14/07/2026,,P0014,1,48780,0.1,Centro,Local,Crédito
V000171,14/07/2026,,P0045,3,57250,0,Centro,Local,Débito
V000172,29/10/2025,C1521,P0125,1,5780,0,Ecommerce,Online,Débito
V000172,29/10/2025,C1521,P0043,1,37790,0.05,Ecommerce,Online,Débito
V000173,17/12/2025,C0501,P0033,1,48330,0.1,Los Hornos,Local,Transferencia
V000173,17/12/2025,C0501,P0132,3,19780,0.2,Los Hornos,Local,Efectivo
V000174,06/07/2025,C0467,P0028,1,31220,0,Centro,Local,Crédito
V000174,06/07/2025,C0467,P0009,1,8760,0.1,Centro,Local,Transferencia
V000174,06/07/2025,C0467,P0042,1,32210,0.1,Centro,Local,Efectivo
V000174,06/07/2025,C0467,P0007,3,19220,0,Centro,Local,Débito
V000175,22/04/2026,C1452,P0027,1,20360,0.15,City Bell,Local,QR
V000175,22/04/2026,C1452,P0032,1,27470,0,City Bell,Local,Crédito
V000175,22/04/2026,C1452,P0056,1,63730,0.1,City Bell,Local,QR
V000176,23/09/2025,C0841,P0149,2,60070,0.1,Ecommerce,Online,Mercado Pago
V000177,05/03/2026,C1399,P0171,1,51600,0,Los Hornos,Local,Transferencia
V000178,02/03/2026,C0456,P0009,1,8660,0.2,Los Hornos,Local,QR
V000178,02/03/2026,C0456,P0047,1,34790,0,Los Hornos,Local,Débito
V000179,20/04/2025,C1218,P0007,2,18210,0,Ecommerce,Online,Débito
V000179,20/04/2025,C1218,P0027,1,22920,0.15,Ecommerce,Online,Transferencia
V000179,20/04/2025,C1218,P0103,3,2560,0,Ecommerce,Online,Transferencia
V000180,16/04/2025,C1996,P0002,1,7640,0.05,Centro,Local,Débito
V000180,16/04/2025,C1996,P0017,1,32180,0,Centro,Local,Crédito
V000181,13/10/2025,C1085,P0114,1,8970,0,Centro,Local,Débito
V000181,13/10/2025,C1085,P0025,1,32220,0,Centro,Local,QR
V000181,13/10/2025,C1085,P0054,1,21770,0,Centro,Local,Efectivo
V000181,13/10/2025,C1085,P0077,1,60490,0,Centro,Local,Débito
V000182,07/03/2026,C1820,P0005,2,22700,0,Centro,Local,Crédito
V000183,27/03/2026,C0677,P0046,2,37060,0,Centro,Local,Débito
V000183,27/03/2026,C0677,P0124,1,4140,0,Centro,Local,Crédito
V000184,04/01/2026,,P0001,1,23040,0.05,City Bell,Local,Crédito
V000184,04/01/2026,,P0033,1,48580,0,City Bell,Local,Efectivo
V000185,25/09/2025,C1246,P0016,3,71910,0.05,City Bell,Local,Crédito
V000185,25/09/2025,C1246,P0003,1,25420,0,City Bell,Local,Efectivo
V000185,25/09/2025,C1246,P0168,2,3280,0.15,City Bell,Local,Efectivo
V000185,25/09/2025,C1246,P0134,1,4180,0.1,City Bell,Local,Efectivo
V000186,05/02/2025,C1357,P0119,1,6960,0,Centro,Local,Débito
V000186,05/02/2025,C1357,P0012,2,21190,0,Centro,Local,QR
V000186,05/02/2025,C1357,P0028,2,33510,0,Centro,Local,Débito
V000186,05/02/2025,C1357,P0134,1,4330,0,Centro,Local,Débito
V000187,02/10/2025,C0208,P0106,3,4930,0.05,Ecommerce,Online,Débito
V000187,02/10/2025,C0208,P0014,2,48820,0.1,Ecommerce,Online,Débito
V000187,02/10/2025,C0208,P0111,1,3590,0.05,Ecommerce,Online,Débito
V000187,02/10/2025,C0208,P0002,2,6980,0,Ecommerce,Online,Débito
V000188,25/01/2026,C1822,P0072,1,5770,0,City Bell,Local,Efectivo
V000188,25/01/2026,C1822,P0109,2,16740,0,City Bell,Local,Efectivo
V000188,25/01/2026,C1822,P0029,2,43350,0,City Bell,Local,Crédito
V000188,25/01/2026,C1822,P0161,2,60310,0.15,City Bell,Local,Efectivo
V000189,18/03/2025,C0410,P0046,1,38620,0.1,Los Hornos,Local,Crédito
V000190,02/08/2025,,P0069,1,63670,0,Ecommerce,Online,Transferencia
V000190,02/08/2025,,P0192,1,24160,0,Ecommerce,Online,Crédito
V000190,02/08/2025,,P0123,1,18800,0,Ecommerce,Online,Transferencia
V000191,02/07/2025,,P0059,1,45990,0.05,Los Hornos,Local,Efectivo
V000191,02/07/2025,,P0015,1,39840,0,Los Hornos,Local,Débito
V000192,29/11/2025,C0806,P0112,1,13250,0,City Bell,Local,QR
V000192,29/11/2025,C0806,P0055,1,33360,0.15,City Bell,Local,Débito
V000192,29/11/2025,C0806,P0007,3,19960,0.05,City Bell,Local,Débito
V000192,29/11/2025,C0806,P0163,2,63590,0,City Bell,Local,Transferencia
V000193,17/08/2026,C1196,P0033,1,48410,0.05,City Bell,Local,QR
V000194,17/05/2025,,P0068,1,29780,0,City Bell,Local,Crédito
V000195,15/06/2026,C0853,P0046,1,40820,0.05,City Bell,Local,Crédito
V000196,12/07/2026,,P0183,1,35100,0,City Bell,Local,Débito
V000196,12/07/2026,,P0034,1,52020,0.15,City Bell,Local,Débito
V000197,02/03/2025,C1121,P0170,2,19600,0.05,Ecommerce,Online,Mercado Pago
V000198,05/07/2025,C1489,P0174,1,78740,0,Ecommerce,Online,Crédito
V000198,05/07/2025,C1489,P0015,1,40780,0,Ecommerce,Online,Transferencia
V000198,05/07/2025,C1489,P0014,1,45640,0,Ecommerce,Online,Crédito
V000199,17/09/2025,C0177,P0031,1,35400,0.15,City Bell,Local,Crédito
V000199,17/09/2025,C0177,P0190,3,15230,0,City Bell,Local,Efectivo
V000200,09/04/2026,C1118,P0021,1,46630,0,Ecommerce,Online,Crédito
V000200,09/04/2026,C1118,P0164,1,16420,0.1,Ecommerce,Online,Crédito
V000200,09/04/2026,C1118,P0009,1,8470,0,Ecommerce,Online,Transferencia
V000201,26/04/2026,C0411,P0006,2,48950,0,Los Hornos,Local,Transferencia
V000201,26/04/2026,C0411,P0053,1,17090,0.1,Los Hornos,Local,Débito
V000202,29/05/2026,C1874,P0001,2,24130,0,Los Hornos,Local,Crédito
V000202,29/05/2026,C1874,P0069,1,62510,0,Los Hornos,Local,QR
V000202,29/05/2026,C1874,P0116,1,3470,0,Los Hornos,Local,QR
V000202,29/05/2026,C1874,P0145,1,57270,0.2,Los Hornos,Local,QR
V000203,24/12/2025,C1806,P0029,2,38450,0.05,Los Hornos,Local,Débito
V000204,16/04/2025,C0833,P0173,3,18630,0.05,Centro,Local,Crédito
V000205,05/05/2026,,P0169,2,53670,0,Centro,Local,QR
V000206,24/06/2025,C0846,P0080,1,22420,0,Ecommerce,Online,Mercado Pago
V000207,21/01/2026,C0193,P0060,1,55340,0,Los Hornos,Local,Débito
V000207,21/01/2026,C0193,P0001,1,22740,0,Los Hornos,Local,QR
V000207,21/01/2026,C0193,P0006,1,48620,0.05,Los Hornos,Local,Débito
V000208,12/03/2025,C1784,P0135,1,5130,0.1,Ecommerce,Online,Crédito
V000208,12/03/2025,C1784,P0154,2,4930,0,Ecommerce,Online,Débito
V000208,12/03/2025,C1784,P0191,1,10900,0.1,Ecommerce,Online,Mercado Pago
V000209,05/05/2025,C1424,P0047,1,36820,0.05,City Bell,Local,Efectivo
V000209,05/05/2025,C1424,P0001,2,23300,0.05,City Bell,Local,Transferencia
V000209,05/05/2025,C1424,P0133,1,3390,0,City Bell,Local,Efectivo
V000210,13/08/2026,C1049,P0056,2,67470,0,Centro,Local,QR
V000210,13/08/2026,C1049,P0174,1,78910,0.05,Centro,Local,Débito
V000210,13/08/2026,C1049,P0191,1,11520,0,Centro,Local,Efectivo
V000210,13/08/2026,C1049,P0175,2,49470,0.1,Centro,Local,Crédito
V000211,01/03/2025,C0632,P0186,4,9080,0.05,Centro,Local,Crédito
V000211,01/03/2025,C0632,P0033,1,49040,0,Centro,Local,Crédito
V000212,23/06/2026,C1027,P0009,1,9660,0.15,Ecommerce,Online,Transferencia
V000212,23/06/2026,C1027,P0093,1,11460,0.05,Ecommerce,Online,Crédito
V000213,03/01/2026,C1696,P0085,1,3560,0.2,Centro,Local,Transferencia
V000213,03/01/2026,C1696,P0078,2,54340,0,Centro,Local,Crédito
V000213,03/01/2026,C1696,P0003,1,25820,0.05,Centro,Local,Efectivo
V000213,03/01/2026,C1696,P0034,1,49110,0.1,Centro,Local,Efectivo
V000214,12/12/2025,C1979,P0051,2,22150,0.2,Ecommerce,Online,Mercado Pago
V000214,12/12/2025,C1979,P0001,1,25120,0,Ecommerce,Online,Crédito
V000214,12/12/2025,C1979,P0156,1,56660,0,Ecommerce,Online,Crédito
V000215,13/08/2026,C1276,P0197,1,7700,0,City Bell,Local,Efectivo
V000215,13/08/2026,C1276,P0021,1,47400,0,City Bell,Local,Efectivo
V000215,13/08/2026,C1276,P0142,1,62640,0.1,City Bell,Local,Débito
V000215,13/08/2026,C1276,P0004,2,27890,0,City Bell,Local,Transferencia
V000216,27/12/2025,C1860,P0035,2,9260,0.1,City Bell,Local,Crédito
V000216,27/12/2025,C1860,P0001,2,24030,0,City Bell,Local,Crédito
V000216,27/12/2025,C1860,P0078,2,56950,0.15,City Bell,Local,Transferencia
V000216,27/12/2025,C1860,P0115,2,15840,0,City Bell,Local,Débito
V000217,04/03/2025,,P0017,1,30860,0,Ecommerce,Online,Mercado Pago
V000217,04/03/2025,,P0007,1,20270,0,Ecommerce,Online,Crédito
V000218,29/11/2025,C1665,P0033,1,51800,0,Centro,Local,Transferencia
V000219,26/06/2025,C1883,P0100,1,6210,0,Centro,Local,Débito
V000220,20/04/2026,C0781,P0002,2,7310,0,City Bell,Local,QR
V000220,20/04/2026,C0781,P0197,1,6860,0.1,City Bell,Local,Transferencia
V000220,20/04/2026,C0781,P0008,1,48370,0,City Bell,Local,QR
V000221,11/03/2025,C0966,P0056,2,69340,0.15,Ecommerce,Online,Mercado Pago
V000221,11/03/2025,C0966,P0037,1,51710,0,Ecommerce,Online,Mercado Pago
V000222,01/01/2026,C1293,P0138,1,5370,0,Centro,Local,Crédito
V000222,01/01/2026,C1293,P0185,2,20230,0.15,Centro,Local,Efectivo
V000222,01/01/2026,C1293,P0001,2,23320,0,Centro,Local,QR
V000222,01/01/2026,C1293,P0116,1,3670,0,Centro,Local,Transferencia
V000223,02/06/2025,C1214,P0097,1,9610,0,Los Hornos,Local,Transferencia
V000224,25/03/2025,C1126,P0002,1,7250,0.05,Ecommerce,Online,Mercado Pago
V000224,25/03/2025,C1126,P0083,1,4510,0,Ecommerce,Online,Transferencia
V000224,25/03/2025,C1126,P0050,1,33810,0.1,Ecommerce,Online,Débito
V000224,25/03/2025,C1126,P0003,1,25360,0,Ecommerce,Online,Transferencia
V000225,14/05/2026,C1043,P0169,1,55670,0.15,Centro,Local,QR
V000225,14/05/2026,C1043,P0010,1,4660,0.05,Centro,Local,QR
V000225,14/05/2026,C1043,P0028,1,31930,0,Centro,Local,Crédito
V000225,14/05/2026,C1043,P0031,1,34800,0,Centro,Local,Efectivo
V000226,13/07/2026,C1394,P0176,2,13330,0,City Bell,Local,Efectivo
V000226,13/07/2026,C1394,P0060,1,59480,0,City Bell,Local,Crédito
V000226,13/07/2026,C1394,P0187,2,21650,0,City Bell,Local,Efectivo
V000227,10/10/2025,C0196,P0171,1,54270,0.05,Centro,Local,Débito
V000227,10/10/2025,C0196,P0057,1,21340,0,Centro,Local,Crédito
V000228,21/10/2025,C0602,P0008,1,45600,0,City Bell,Local,Transferencia
V000228,21/10/2025,C0602,P0029,2,43200,0.15,City Bell,Local,Débito
V000228,21/10/2025,C0602,P0004,2,27600,0.1,City Bell,Local,Transferencia
V000228,21/10/2025,C0602,P0192,2,25940,0,City Bell,Local,Transferencia
V000229,20/02/2025,C0205,P0027,1,21490,0,City Bell,Local,Efectivo
V000229,20/02/2025,C0205,P0140,4,69920,0,City Bell,Local,Transferencia
V000230,24/02/2026,C0945,P0055,2,34220,0.05,Centro,Local,Transferencia
V000230,24/02/2026,C0945,P0141,1,65310,0,Centro,Local,Efectivo
V000230,24/02/2026,C0945,P0057,3,21730,0,Centro,Local,Efectivo
V000231,08/05/2025,C0014,P0004,2,26310,0,City Bell,Local,Débito
V000231,08/05/2025,C0014,P0152,1,59370,0.05,City Bell,Local,Crédito
V000231,08/05/2025,C0014,P0078,2,50640,0,City Bell,Local,QR
V000232,06/08/2025,C0271,P0116,1,3520,0,Centro,Local,QR
V000233,10/05/2026,C1532,P0017,4,32400,0,Ecommerce,Online,Débito
V000234,01/07/2025,C0100,P0045,2,60870,0,Los Hornos,Local,QR
V000234,01/07/2025,C0100,P0103,1,2690,0,Los Hornos,Local,Crédito
V000234,01/07/2025,C0100,P0146,2,36670,0.05,Los Hornos,Local,Débito
V000234,01/07/2025,C0100,P0199,1,22990,0.05,Los Hornos,Local,Débito
V000235,13/10/2025,C0579,P0098,3,6660,0.1,City Bell,Local,Débito
V000235,13/10/2025,C0579,P0021,1,50030,0,City Bell,Local,Débito
V000235,13/10/2025,C0579,P0082,1,4280,0,City Bell,Local,Crédito
V000235,13/10/2025,C0579,P0123,1,19470,0.2,City Bell,Local,Efectivo
V000236,26/02/2026,C1117,P0081,1,9790,0,Los Hornos,Local,Efectivo
V000236,26/02/2026,C1117,P0025,1,32770,0.05,Los Hornos,Local,Transferencia
V000236,26/02/2026,C1117,P0115,2,16430,0,Los Hornos,Local,Efectivo
V000237,20/05/2025,C0315,P0184,1,37330,0.1,Los Hornos,Local,Transferencia
V000237,20/05/2025,C0315,P0028,1,30380,0.1,Los Hornos,Local,Efectivo
V000238,02/03/2025,C0866,P0110,1,15330,0.05,City Bell,Local,Débito
V000239,24/08/2025,C1199,P0101,1,5010,0.05,City Bell,Local,Débito
V000240,17/12/2025,C1913,P0001,1,25520,0,Centro,Local,Crédito
V000240,17/12/2025,C1913,P0091,2,8610,0.15,Centro,Local,Débito
V000241,05/06/2025,C0258,P0013,2,60270,0,Los Hornos,Local,Efectivo
V000242,14/03/2026,C0512,P0031,2,36210,0,Centro,Local,Transferencia
V000242,14/03/2026,C0512,P0026,1,13240,0,Centro,Local,QR
V000243,10/08/2025,C1591,P0121,1,16950,0.1,Ecommerce,Online,Transferencia
V000243,10/08/2025,C1591,P0006,1,51770,0.05,Ecommerce,Online,Débito
V000243,10/08/2025,C1591,P0046,1,40670,0,Ecommerce,Online,Crédito
V000243,10/08/2025,C1591,P0001,1,24910,0,Ecommerce,Online,Crédito
V000244,14/01/2026,C0004,P0105,2,3290,0.1,Centro,Local,Efectivo
V000244,14/01/2026,C0004,P0021,1,50330,0,Centro,Local,QR
V000244,14/01/2026,C0004,P0037,1,49680,0.05,Centro,Local,Transferencia
V000244,14/01/2026,C0004,P0045,4,59210,0,Centro,Local,Crédito
V000245,11/03/2025,C0227,P0002,1,6940,0.1,Centro,Local,Crédito
V000245,11/03/2025,C0227,P0100,1,6560,0.1,Centro,Local,QR
V000246,15/12/2025,C1488,P0099,2,6620,0.1,Ecommerce,Online,Mercado Pago
V000246,15/12/2025,C1488,P0038,1,12690,0.05,Ecommerce,Online,Mercado Pago
V000246,15/12/2025,C1488,P0156,1,56120,0,Ecommerce,Online,Transferencia
V000247,24/05/2026,C0164,P0172,1,20830,0.15,Centro,Local,Crédito
V000248,13/11/2025,C1357,P0044,2,18600,0.05,City Bell,Local,Crédito
V000248,13/11/2025,C1357,P0093,1,11860,0,City Bell,Local,Efectivo
V000249,08/08/2026,C0161,P0197,1,7630,0,City Bell,Local,Transferencia
V000249,08/08/2026,C0161,P0012,2,21630,0,City Bell,Local,QR
V000249,08/08/2026,C0161,P0050,1,33680,0,City Bell,Local,QR
V000249,08/08/2026,C0161,P0013,1,59470,0.05,City Bell,Local,Efectivo
V000250,27/05/2025,,P0090,1,9100,0,Los Hornos,Local,Débito
V000250,27/05/2025,,P0002,1,6920,0,Los Hornos,Local,Crédito
V000250,27/05/2025,,P0087,1,4340,0,Los Hornos,Local,Crédito
V000250,27/05/2025,,P0009,1,9580,0,Los Hornos,Local,Transferencia
V000251,21/05/2025,C1506,P0032,1,29850,0.05,Ecommerce,Online,Mercado Pago
V000252,29/01/2026,C1449,P0006,1,51880,0.05,Centro,Local,Transferencia
V000253,09/07/2025,C0488,P0077,1,56670,0,Ecommerce,Online,Débito
V000253,09/07/2025,C0488,P0001,1,23920,0,Ecommerce,Online,Transferencia
V000253,09/07/2025,C0488,P0030,2,21000,0.15,Ecommerce,Online,Débito
V000254,10/02/2025,C1288,P0016,1,71450,0.15,Los Hornos,Local,Transferencia
V000255,01/01/2026,C0982,P0068,2,29730,0,City Bell,Local,Débito
V000256,13/06/2026,C0978,P0170,1,18030,0,Centro,Local,QR
V000256,13/06/2026,C0978,P0054,1,21260,0.1,Centro,Local,QR
V000256,13/06/2026,C0978,P0061,1,49230,0,Centro,Local,Crédito
V000257,26/06/2025,C0835,P0062,1,28990,0,Centro,Local,Débito
V000257,26/06/2025,C0835,P0070,1,57430,0,Centro,Local,Débito
V000257,26/06/2025,C0835,P0019,1,13470,0,Centro,Local,QR
V000257,26/06/2025,C0835,P0069,1,68890,0,Centro,Local,QR
V000258,01/07/2025,C0147,P0044,1,19480,0,Centro,Local,QR
V000258,01/07/2025,C0147,P0071,1,8130,0,Centro,Local,QR
V000258,01/07/2025,C0147,P0025,1,31030,0.1,Centro,Local,Efectivo
V000258,01/07/2025,C0147,P0126,1,22690,0,Centro,Local,Débito
V000259,26/08/2025,C1119,P0090,1,9300,0.05,Los Hornos,Local,Transferencia
V000259,26/08/2025,C1119,P0130,1,10130,0.1,Los Hornos,Local,Efectivo
V000259,26/08/2025,C1119,P0004,2,24600,0,Los Hornos,Local,QR
V000259,26/08/2025,C1119,P0003,1,25670,0,Los Hornos,Local,QR
V000260,11/11/2025,C0477,P0001,1,22380,0,Centro,Local,Débito
V000261,13/12/2025,C0483,P0019,1,13090,0,Ecommerce,Online,Mercado Pago
V000261,13/12/2025,C0483,P0012,2,21120,0,Ecommerce,Online,Crédito
V000262,31/07/2025,C1758,P0188,1,14000,0.1,Los Hornos,Local,Crédito
V000262,31/07/2025,C1758,P0165,1,76820,0,Los Hornos,Local,Débito
V000262,31/07/2025,C1758,P0172,1,20520,0,Los Hornos,Local,Débito
V000262,31/07/2025,C1758,P0130,2,10500,0,Los Hornos,Local,Transferencia
V000263,20/12/2025,C0824,P0015,1,40220,0.1,Ecommerce,Online,Mercado Pago
